10.1420255,0.066406281
30.42607649,0.093750062
65.92306902,0.115234407
96.34895207,0.138671774
106.4909776,0.152343813
126.7748351,0.169921894
141.9879701,0.185546954
162.2718276,0.205078204
197.7688202,0.216796776
197.7688202,0.226562401
212.9817617,0.23828127
233.2658127,0.261718786
253.5496702,0.271484411
263.6916957,0.285156152
299.1886883,0.300781287
319.4727393,0.318359442
339.7565968,0.330078162
375.2535893,0.351562582
390.4665309,0.359375038
425.9635234,0.376953193
436.1055489,0.390625083
461.4605159,0.400390708
491.8863989,0.417968789
512.1704499,0.431640679
542.596333,0.44531257
567.9513,0.45898446
598.3773765,0.472656275
623.7323435,0.488281335
654.1582266,0.496093791
674.4422776,0.507812586
704.8681606,0.519531306
730.2231277,0.533203197
765.7201202,0.541015652
806.2882222,0.554687542
821.5009703,0.564453167
851.9268533,0.574218793
882.3531232,0.585937588
922.9208383,0.597656308
948.2758054,0.613281294
973.6307724,0.621093823
988.8439074,0.626953184
1024.340706,0.636718809
1064.908808,0.650390699
1110.547826,0.660156324
1171.399593,0.679687575
1191.683644,0.693359465
1267.748545,0.705078185
1328.600311,0.716796906
1399.594296,0.734375061
1445.233314,0.740234421
1480.730113,0.748046951
1541.582266,0.761718804
1607.504948,0.763671937
1648.07305,0.779296959
1713.995732,0.79492187
1815.4156,0.800781305
1881.338669,0.81054693
1952.332654,0.822265688
2038.539387,0.832031313
2074.036573,0.835937578
2180.527357,0.849609431
2241.379124,0.855468829
2347.869908,0.867187586
2418.863893,0.871093814
2510.141929,0.882812497
2636.916764,0.888671932
2733.265716,0.90039069
2854.969248,0.908203183
2951.3182,0.912109373
3042.596236,0.917968808
3118.661137,0.921874998
3194.726038,0.923828205
3225.151921,0.9257813
3301.216823,0.927734433
3372.210808,0.929687565
3544.624661,0.921874998
3630.831394,0.929687565
3722.10943,0.941406249
3803.245247,0.935546926
3843.812962,0.945312551
3960.445965,0.947265683
4051.723614,0.941406249
4102.433548,0.953125081
4208.924719,0.955078176
4290.060923,0.953125081
4366.125824,0.958984441
4432.04812,0.960937499
4568.965561,0.951171874
4639.959159,0.958984441
4721.095363,0.960937499
4781.947129,0.964843801
4842.798895,0.966796934
4903.650661,0.966796934
4944.218763,0.966796934
